"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.497243583E0,1.202012706E0,-1.664117575E-2,-5.584418392E-1,1.325506983E0
2.507179583E0,1.657031919E0,5.564736664E-2,4.194359815E-1,1.710198220E0
2.517114583E0,1.123327895E0,8.566504222E-1,1.208809948E0,1.859284001E0
2.527050583E0,1.527874526E0,4.853533977E-1,1.143338821E0,1.969058696E0
2.536985583E0,2.192968410E0,-7.841741842E-1,1.641616319E0,2.849376026E0
2.546921583E0,-4.848978996E-2,-2.792331988E-1,1.869577038E0,1.890936472E0
2.556856583E0,1.042062122E0,1.689699143E-1,1.139285239E0,1.553195143E0
2.566792583E0,9.768767774E-2,2.578563631E-2,1.812188371E0,1.815002610E0
2.576727583E0,-8.997695446E-2,-5.151274198E-1,1.548019061E0,1.633956892E0
2.586663583E0,-5.751245302E-1,-8.812765557E-1,-5.183556676E-4,1.052338758E0
2.596599583E0,-1.230818430E0,-3.202280277E-1,-7.053920165E-1,1.454316985E0
2.606534583E0,-7.469630885E-1,-3.050129879E-1,-8.283995998E-1,1.156387770E0
2.616470583E0,-2.973589826E-1,-5.334292048E-1,-1.020447890E0,1.189236300E0
2.626405583E0,3.501663566E-2,-1.238083595E-1,-7.322912550E-1,7.435086797E-1
2.636341583E0,-1.623385870E-1,8.135465026E-1,1.173565418E-2,8.296682797E-1
2.646276583E0,-1.780974180E-1,7.633475715E-1,7.850272930E-1,1.109362905E0
2.656212583E0,-5.485150212E-1,5.711285430E-1,1.396165263E0,1.605096253E0
2.666147583E0,-1.395667226E0,5.903214437E-1,1.633719508E0,2.228319063E0
2.676083583E0,-1.537489103E0,8.120040071E-1,1.358218149E0,2.206349879E0
2.686018583E0,-9.497831190E-1,1.166577995E0,3.255117179E-1,1.539139393E0
2.695954583E0,-4.804329658E-1,1.260336928E0,-6.101008201E-1,1.480367528E0
2.705889583E0,2.734315914E-1,1.208746945E0,-6.819572532E-1,1.414531621E0
2.715825583E0,1.114504446E0,9.026837969E-1,-4.298241448E-1,1.497233113E0
2.725760583E0,1.846197531E0,9.747437131E-1,3.397173822E-2,2.087995381E0
2.735696583E0,1.421911869E0,1.024718696E0,5.765062273E-1,1.845058590E0
2.745631583E0,1.332165295E0,1.181679599E0,2.817830964E-1,1.802895660E0
2.755567583E0,1.010476048E0,7.981297338E-1,-7.832930088E-3,1.287685626E0
2.765503583E0,8.114146078E-1,4.189442307E-1,3.830008113E-1,9.902512588E-1
2.775438583E0,4.118650067E-1,3.894918054E-1,4.371418621E-1,7.158419224E-1
2.785374583E0,-2.870310456E-1,1.208134156E-1,6.392164457E-1,7.110417477E-1
2.795309583E0,-6.664837664E-1,1.414429772E-1,2.939418697E-1,7.420300193E-1
2.805245583E0,-5.474303627E-1,2.045168924E-1,2.239997419E-1,6.258458641E-1
2.815180583E0,-1.241702437E0,2.086900502E-1,6.076770761E-1,1.398087232E0
2.825116583E0,-7.941618133E-1,-3.104877359E-1,6.336973319E-1,1.062387843E0
2.835051583E0,-3.802426797E-1,-9.334676331E-1,5.774254096E-1,1.161622323E0
2.844987583E0,4.311824530E-1,-1.262936016E0,3.146410862E-1,1.371103461E0
2.854922583E0,7.177480602E-1,-1.238491146E0,3.333485949E-1,1.469742795E0
2.864858583E0,4.357947367E-1,-1.201543175E0,6.605124436E-2,1.279838201E0
2.874793583E0,-1.505716503E-2,-1.234891015E0,-4.179812308E-1,1.303798622E0
2.884729583E0,-5.467041385E-1,-1.035389280E0,-9.647005355E-1,1.517090472E0
2.894664583E0,-9.746443105E-1,-9.527038032E-1,-4.854289364E-1,1.446795535E0
2.904600583E0,-2.178612326E0,-9.965269303E-1,-8.744989749E-1,2.550326655E0
2.914535583E0,-2.234104741E0,-1.107273195E0,-1.182306932E0,2.759552066E0
2.924471583E0,-1.534001239E0,-8.445560414E-1,-2.197243674E-1,1.764855095E0
2.934407583E0,-1.282781466E0,-2.819720346E-1,7.709530449E-1,1.522959328E0
2.944342583E0,-1.166130098E0,-1.261840832E-1,1.277630653E0,1.734393818E0
2.954278583E0,-6.455741233E-1,-2.217164773E-1,1.792220714E0,1.917805838E0
2.964213583E0,-2.039175528E-1,-1.242279557E0,2.115810306E0,2.462010178E0
2.974149583E0,1.068133103E0,-3.211787850E-1,3.532548193E-1,1.169979959E0
2.984084583E0,1.644583197E0,8.594208330E-1,-3.046048522E-1,1.880436698E0
2.994020583E0,2.276940274E0,1.283460912E0,-1.159224463E0,2.859288422E0
3.003955583E0,2.767693575E0,1.459000173E0,-1.126835639E0,3.325442495E0
3.013891583E0,2.963527937E0,4.568885672E-1,-5.860383582E-1,3.055271830E0
3.023826583E0,2.680861253E0,5.303108847E-1,-5.080287538E-2,2.733281476E0
3.033762583E0,2.561362876E0,7.316673571E-1,-4.641454004E-2,2.664220564E0
3.043697583E0,2.325339432E0,7.177316880E-1,-3.433227023E-1,2.457684424E0
3.053633583E0,1.850490557E0,6.873156416E-1,-1.008856369E0,2.216869249E0
3.063568583E0,1.317395228E0,6.858608544E-1,-9.921719241E-1,1.786152408E0
3.073504583E0,5.897507554E-1,7.945553309E-1,-2.677925001E-1,1.025103385E0
